from_label,to_label,sum_sigval
B cells,PD1+ B cells,0.396551724
B cells,PD1+ CD4+ T-cells,0.137931034
B cells,PD1+ CD8+ T-cells,0.206896552
B cells,PD1+CD28+ CD8+ T-cells,0.413793103
B cells,Plasma cells,-0.120689655
B cells,Proliferating B cells,0.275862069
B cells,Proliferating CD4+ T-cells,0.051724138
B cells,Proliferating CD8+ T-cells,0.172413793
B cells,Proliferating M1 macrophages,-0.017241379
B cells,Proliferating M2 macrophages,-0.034482759
B cells,Resident memory CD4+ T-cells,-0.224137931
CD11b+ M1 macrophages,CD11b+ M1 macrophages,0.051724138
CD11b+ M1 macrophages,CD11b+ M2 macrophages,0.051724138
CD11b+ M1 macrophages,CD16+ CD4+ T-cells,0
CD11b+ M1 macrophages,CD16+ M1 macrophages,0
CD11b+ M1 macrophages,CD16+ M2 macrophages,-0.017241379
CD11b+ M1 macrophages,CD3+ CD4+ T-cells,0.068965517
CD11b+ M1 macrophages,CD3+ CD8+ T-cells,0.086206897
CD11b+ M1 macrophages,Cholangiocytes,0.068965517
CD11b+ M1 macrophages,Classical monocytes,0.103448276
CD11b+ M1 macrophages,Cytotoxic T-cells,0
CD11b+ M1 macrophages,Endothelial cells,0.017241379
CD11b+ M1 macrophages,HLADR+ CD4+ Tregs,0
CD11b+ M1 macrophages,HLADR+ M2 macrophages,0.017241379
CD11b+ M1 macrophages,HLADR- CD4+ Tregs,0
CD11b+ M1 macrophages,HLADR-high Cholangiocytes,0.017241379
CD11b+ M1 macrophages,HLADR-high Endothelial cells,0
CD11b+ M1 macrophages,HLADR-high Hepatocytes,0.034482759
CD11b+ M1 macrophages,Hepatocytes,-0.275862069
CD11b+ M1 macrophages,Intermediate monocytes,0
CD11b+ M1 macrophages,Ki67-high Cholangiocytes,0
CD11b+ M1 macrophages,Ki67-high Endothelial cells,0
CD11b+ M1 macrophages,Ki67-high Hepatocytes,0
CD11b+ M1 macrophages,M1 macrophages,0.155172414
CD11b+ M1 macrophages,M2 macrophages,0.034482759
CD11b+ M1 macrophages,Naive CD4+ T-cells,0
CD11b+ M1 macrophages,Neutrophils,-0.034482759
CD11b+ M1 macrophages,Non-classical monocytes,0
CD11b+ M1 macrophages,PD1+ B cells,0
CD11b+ M1 macrophages,PD1+ CD4+ T-cells,0
CD11b+ M1 macrophages,PD1+ CD8+ T-cells,0
CD11b+ M1 macrophages,PD1+CD28+ CD8+ T-cells,0
CD11b+ M1 macrophages,Plasma cells,-0.017241379
CD11b+ M1 macrophages,Proliferating B cells,0
CD11b+ M1 macrophages,Proliferating CD4+ T-cells,0
CD11b+ M1 macrophages,Proliferating CD8+ T-cells,0.034482759
CD11b+ M1 macrophages,Proliferating M1 macrophages,0.034482759
CD11b+ M1 macrophages,Proliferating M2 macrophages,0
CD11b+ M1 macrophages,Resident memory CD4+ T-cells,0
CD11b+ M2 macrophages,CD11b+ M2 macrophages,0.034482759
CD11b+ M2 macrophages,CD16+ CD4+ T-cells,0
CD11b+ M2 macrophages,CD16+ M1 macrophages,0
CD11b+ M2 macrophages,CD16+ M2 macrophages,-0.017241379
CD11b+ M2 macrophages,CD3+ CD4+ T-cells,0.017241379
CD11b+ M2 macrophages,CD3+ CD8+ T-cells,0.034482759
CD11b+ M2 macrophages,Cholangiocytes,0
CD11b+ M2 macrophages,Classical monocytes,0.068965517
CD11b+ M2 macrophages,Cytotoxic T-cells,0
CD11b+ M2 macrophages,Endothelial cells,0
CD11b+ M2 macrophages,HLADR+ CD4+ Tregs,0
CD11b+ M2 macrophages,HLADR+ M2 macrophages,0.051724138
CD11b+ M2 macrophages,HLADR- CD4+ Tregs,0
CD11b+ M2 macrophages,HLADR-high Cholangiocytes,0.017241379
CD11b+ M2 macrophages,HLADR-high Endothelial cells,0
CD11b+ M2 macrophages,HLADR-high Hepatocytes,0.051724138
CD11b+ M2 macrophages,Hepatocytes,-0.155172414
CD11b+ M2 macrophages,Intermediate monocytes,0
CD11b+ M2 macrophages,Ki67-high Cholangiocytes,0
CD11b+ M2 macrophages,Ki67-high Endothelial cells,0.017241379
CD11b+ M2 macrophages,Ki67-high Hepatocytes,0.017241379
CD11b+ M2 macrophages,M1 macrophages,0.017241379
CD11b+ M2 macrophages,M2 macrophages,0.034482759
CD11b+ M2 macrophages,Naive CD4+ T-cells,0
CD11b+ M2 macrophages,Neutrophils,0
CD11b+ M2 macrophages,Non-classical monocytes,0
CD11b+ M2 macrophages,PD1+ B cells,0
CD11b+ M2 macrophages,PD1+ CD4+ T-cells,0
CD11b+ M2 macrophages,PD1+ CD8+ T-cells,0
CD11b+ M2 macrophages,PD1+CD28+ CD8+ T-cells,0
CD11b+ M2 macrophages,Plasma cells,0
CD11b+ M2 macrophages,Proliferating B cells,0
CD11b+ M2 macrophages,Proliferating CD4+ T-cells,0
CD11b+ M2 macrophages,Proliferating CD8+ T-cells,0.034482759
CD11b+ M2 macrophages,Proliferating M1 macrophages,0
CD11b+ M2 macrophages,Proliferating M2 macrophages,0
CD11b+ M2 macrophages,Resident memory CD4+ T-cells,0
CD16+ CD4+ T-cells,CD16+ CD4+ T-cells,0.120689655
CD16+ CD4+ T-cells,CD16+ M1 macrophages,0.017241379
CD16+ CD4+ T-cells,CD16+ M2 macrophages,0.034482759
CD16+ CD4+ T-cells,CD3+ CD4+ T-cells,-0.017241379
CD16+ CD4+ T-cells,CD3+ CD8+ T-cells,-0.137931034
CD16+ CD4+ T-cells,Cholangiocytes,-0.068965517
CD16+ CD4+ T-cells,Classical monocytes,0
CD16+ CD4+ T-cells,Cytotoxic T-cells,0
CD16+ CD4+ T-cells,Endothelial cells,-0.103448276
CD16+ CD4+ T-cells,HLADR+ CD4+ Tregs,0
CD16+ CD4+ T-cells,HLADR+ M2 macrophages,-0.034482759
CD16+ CD4+ T-cells,HLADR- CD4+ Tregs,0
CD16+ CD4+ T-cells,HLADR-high Cholangiocytes,0
CD16+ CD4+ T-cells,HLADR-high Endothelial cells,-0.017241379
CD16+ CD4+ T-cells,HLADR-high Hepatocytes,-0.068965517
CD16+ CD4+ T-cells,Hepatocytes,0.344827586
CD16+ CD4+ T-cells,Intermediate monocytes,0
CD16+ CD4+ T-cells,Ki67-high Cholangiocytes,0
CD16+ CD4+ T-cells,Ki67-high Endothelial cells,0
CD16+ CD4+ T-cells,Ki67-high Hepatocytes,0.034482759
CD16+ CD4+ T-cells,M1 macrophages,-0.051724138
CD16+ CD4+ T-cells,M2 macrophages,0.017241379
CD16+ CD4+ T-cells,Naive CD4+ T-cells,-0.017241379
CD16+ CD4+ T-cells,Neutrophils,-0.017241379
CD16+ CD4+ T-cells,Non-classical monocytes,0
CD16+ CD4+ T-cells,PD1+ B cells,-0.017241379
CD16+ CD4+ T-cells,PD1+ CD4+ T-cells,0
CD16+ CD4+ T-cells,PD1+ CD8+ T-cells,0
CD16+ CD4+ T-cells,PD1+CD28+ CD8+ T-cells,-0.017241379
CD16+ CD4+ T-cells,Plasma cells,0
CD16+ CD4+ T-cells,Proliferating B cells,0
CD16+ CD4+ T-cells,Proliferating CD4+ T-cells,0
CD16+ CD4+ T-cells,Proliferating CD8+ T-cells,-0.017241379
CD16+ CD4+ T-cells,Proliferating M1 macrophages,0
CD16+ CD4+ T-cells,Proliferating M2 macrophages,0
CD16+ CD4+ T-cells,Resident memory CD4+ T-cells,0.172413793
CD16+ M1 macrophages,CD16+ M1 macrophages,0.172413793
CD16+ M1 macrophages,CD16+ M2 macrophages,0.25862069
CD16+ M1 macrophages,CD3+ CD4+ T-cells,-0.051724138
CD16+ M1 macrophages,CD3+ CD8+ T-cells,0.017241379
CD16+ M1 macrophages,Cholangiocytes,-0.086206897
CD16+ M1 macrophages,Classical monocytes,-0.017241379
CD16+ M1 macrophages,Cytotoxic T-cells,0
CD16+ M1 macrophages,Endothelial cells,-0.034482759
CD16+ M1 macrophages,HLADR+ CD4+ Tregs,0
CD16+ M1 macrophages,HLADR+ M2 macrophages,0
CD16+ M1 macrophages,HLADR- CD4+ Tregs,0.017241379
CD16+ M1 macrophages,HLADR-high Cholangiocytes,0
CD16+ M1 macrophages,HLADR-high Endothelial cells,0
CD16+ M1 macrophages,HLADR-high Hepatocytes,0.068965517
CD16+ M1 macrophages,Hepatocytes,0
CD16+ M1 macrophages,Intermediate monocytes,0.017241379
CD16+ M1 macrophages,Ki67-high Cholangiocytes,0
CD16+ M1 macrophages,Ki67-high Endothelial cells,0
CD16+ M1 macrophages,Ki67-high Hepatocytes,-0.017241379
CD16+ M1 macrophages,M1 macrophages,0.155172414
CD16+ M1 macrophages,M2 macrophages,0.034482759
CD16+ M1 macrophages,Naive CD4+ T-cells,-0.017241379
CD16+ M1 macrophages,Neutrophils,0.051724138
CD16+ M1 macrophages,Non-classical monocytes,0.017241379
CD16+ M1 macrophages,PD1+ B cells,-0.034482759
CD16+ M1 macrophages,PD1+ CD4+ T-cells,-0.017241379
CD16+ M1 macrophages,PD1+ CD8+ T-cells,0
CD16+ M1 macrophages,PD1+CD28+ CD8+ T-cells,-0.017241379
CD16+ M1 macrophages,Plasma cells,0.017241379
CD16+ M1 macrophages,Proliferating B cells,0
CD16+ M1 macrophages,Proliferating CD4+ T-cells,0
CD16+ M1 macrophages,Proliferating CD8+ T-cells,-0.017241379
CD16+ M1 macrophages,Proliferating M1 macrophages,0.051724138
CD16+ M1 macrophages,Proliferating M2 macrophages,0
CD16+ M1 macrophages,Resident memory CD4+ T-cells,-0.034482759
CD16+ M2 macrophages,CD16+ M2 macrophages,0.672413793
CD16+ M2 macrophages,CD3+ CD4+ T-cells,-0.206896552
CD16+ M2 macrophages,CD3+ CD8+ T-cells,-0.310344828
CD16+ M2 macrophages,Cholangiocytes,-0.379310345
CD16+ M2 macrophages,Classical monocytes,-0.206896552
CD16+ M2 macrophages,Cytotoxic T-cells,0.017241379
CD16+ M2 macrophages,Endothelial cells,-0.448275862
CD16+ M2 macrophages,HLADR+ CD4+ Tregs,0
CD16+ M2 macrophages,HLADR+ M2 macrophages,0.24137931
CD16+ M2 macrophages,HLADR- CD4+ Tregs,0.017241379
CD16+ M2 macrophages,HLADR-high Cholangiocytes,-0.068965517
CD16+ M2 macrophages,HLADR-high Endothelial cells,-0.155172414
CD16+ M2 macrophages,HLADR-high Hepatocytes,-0.034482759
CD16+ M2 macrophages,Hepatocytes,0.017241379
CD16+ M2 macrophages,Intermediate monocytes,0.103448276
CD16+ M2 macrophages,Ki67-high Cholangiocytes,-0.051724138
CD16+ M2 macrophages,Ki67-high Endothelial cells,-0.034482759
CD16+ M2 macrophages,Ki67-high Hepatocytes,-0.034482759
CD16+ M2 macrophages,M1 macrophages,0.293103448
CD16+ M2 macrophages,M2 macrophages,0.206896552
CD16+ M2 macrophages,Naive CD4+ T-cells,-0.103448276
CD16+ M2 macrophages,Neutrophils,-0.155172414
CD16+ M2 macrophages,Non-classical monocytes,0.034482759
CD16+ M2 macrophages,PD1+ B cells,-0.086206897
CD16+ M2 macrophages,PD1+ CD4+ T-cells,-0.017241379
CD16+ M2 macrophages,PD1+ CD8+ T-cells,-0.051724138
CD16+ M2 macrophages,PD1+CD28+ CD8+ T-cells,-0.155172414
CD16+ M2 macrophages,Plasma cells,0.103448276
CD16+ M2 macrophages,Proliferating B cells,-0.034482759
CD16+ M2 macrophages,Proliferating CD4+ T-cells,0
CD16+ M2 macrophages,Proliferating CD8+ T-cells,-0.034482759
CD16+ M2 macrophages,Proliferating M1 macrophages,0.068965517
CD16+ M2 macrophages,Proliferating M2 macrophages,0.103448276
CD16+ M2 macrophages,Resident memory CD4+ T-cells,0.051724138
CD3+ CD4+ T-cells,CD3+ CD4+ T-cells,0.689655172
CD3+ CD4+ T-cells,CD3+ CD8+ T-cells,0.75862069
CD3+ CD4+ T-cells,Cholangiocytes,0
CD3+ CD4+ T-cells,Classical monocytes,0.24137931
CD3+ CD4+ T-cells,Cytotoxic T-cells,0.034482759
CD3+ CD4+ T-cells,Endothelial cells,0.224137931
CD3+ CD4+ T-cells,HLADR+ CD4+ Tregs,0.155172414
CD3+ CD4+ T-cells,HLADR+ M2 macrophages,0.103448276
CD3+ CD4+ T-cells,HLADR- CD4+ Tregs,0.103448276
CD3+ CD4+ T-cells,HLADR-high Cholangiocytes,-0.017241379
CD3+ CD4+ T-cells,HLADR-high Endothelial cells,0.086206897
CD3+ CD4+ T-cells,HLADR-high Hepatocytes,0.293103448
CD3+ CD4+ T-cells,Hepatocytes,-0.775862069
CD3+ CD4+ T-cells,Intermediate monocytes,0
CD3+ CD4+ T-cells,Ki67-high Cholangiocytes,0.017241379
CD3+ CD4+ T-cells,Ki67-high Endothelial cells,0.034482759
CD3+ CD4+ T-cells,Ki67-high Hepatocytes,0.068965517
CD3+ CD4+ T-cells,M1 macrophages,0.24137931
CD3+ CD4+ T-cells,M2 macrophages,0.051724138
CD3+ CD4+ T-cells,Naive CD4+ T-cells,0.413793103
CD3+ CD4+ T-cells,Neutrophils,-0.172413793
CD3+ CD4+ T-cells,Non-classical monocytes,0
CD3+ CD4+ T-cells,PD1+ B cells,0.155172414
CD3+ CD4+ T-cells,PD1+ CD4+ T-cells,0.189655172
CD3+ CD4+ T-cells,PD1+ CD8+ T-cells,0.137931034
CD3+ CD4+ T-cells,PD1+CD28+ CD8+ T-cells,0.413793103
CD3+ CD4+ T-cells,Plasma cells,-0.120689655
CD3+ CD4+ T-cells,Proliferating B cells,0
CD3+ CD4+ T-cells,Proliferating CD4+ T-cells,0.172413793
CD3+ CD4+ T-cells,Proliferating CD8+ T-cells,0.206896552
CD3+ CD4+ T-cells,Proliferating M1 macrophages,0.051724138
CD3+ CD4+ T-cells,Proliferating M2 macrophages,0.017241379
CD3+ CD4+ T-cells,Resident memory CD4+ T-cells,-0.137931034
CD3+ CD8+ T-cells,CD3+ CD8+ T-cells,0.948275862
CD3+ CD8+ T-cells,Cholangiocytes,0
CD3+ CD8+ T-cells,Classical monocytes,0.413793103
CD3+ CD8+ T-cells,Cytotoxic T-cells,0.310344828
CD3+ CD8+ T-cells,Endothelial cells,0.396551724
CD3+ CD8+ T-cells,HLADR+ CD4+ Tregs,0.24137931
CD3+ CD8+ T-cells,HLADR+ M2 macrophages,0.24137931
CD3+ CD8+ T-cells,HLADR- CD4+ Tregs,0.068965517
CD3+ CD8+ T-cells,HLADR-high Cholangiocytes,0.120689655
CD3+ CD8+ T-cells,HLADR-high Endothelial cells,0.24137931
CD3+ CD8+ T-cells,HLADR-high Hepatocytes,0.568965517
CD3+ CD8+ T-cells,Hepatocytes,-0.896551724
CD3+ CD8+ T-cells,Intermediate monocytes,0.017241379
CD3+ CD8+ T-cells,Ki67-high Cholangiocytes,0.086206897
CD3+ CD8+ T-cells,Ki67-high Endothelial cells,0.051724138
CD3+ CD8+ T-cells,Ki67-high Hepatocytes,-0.051724138
CD3+ CD8+ T-cells,M1 macrophages,0.327586207
CD3+ CD8+ T-cells,M2 macrophages,-0.017241379
CD3+ CD8+ T-cells,Naive CD4+ T-cells,0.310344828
CD3+ CD8+ T-cells,Neutrophils,-0.379310345
CD3+ CD8+ T-cells,Non-classical monocytes,0.017241379
CD3+ CD8+ T-cells,PD1+ B cells,0.206896552
CD3+ CD8+ T-cells,PD1+ CD4+ T-cells,0.137931034
CD3+ CD8+ T-cells,PD1+ CD8+ T-cells,0.637931034
CD3+ CD8+ T-cells,PD1+CD28+ CD8+ T-cells,0.603448276
CD3+ CD8+ T-cells,Plasma cells,-0.103448276
CD3+ CD8+ T-cells,Proliferating B cells,0.103448276
CD3+ CD8+ T-cells,Proliferating CD4+ T-cells,0.120689655
CD3+ CD8+ T-cells,Proliferating CD8+ T-cells,0.706896552
CD3+ CD8+ T-cells,Proliferating M1 macrophages,0.051724138
CD3+ CD8+ T-cells,Proliferating M2 macrophages,0.051724138
CD3+ CD8+ T-cells,Resident memory CD4+ T-cells,-0.379310345
Cholangiocytes,Cholangiocytes,0.844827586
Cholangiocytes,Classical monocytes,0.517241379
Cholangiocytes,Cytotoxic T-cells,0
Cholangiocytes,Endothelial cells,0.137931034
Cholangiocytes,HLADR+ CD4+ Tregs,0.017241379
Cholangiocytes,HLADR+ M2 macrophages,-0.068965517
Cholangiocytes,HLADR- CD4+ Tregs,0.017241379
Cholangiocytes,HLADR-high Cholangiocytes,0.637931034
Cholangiocytes,HLADR-high Endothelial cells,0.103448276
Cholangiocytes,HLADR-high Hepatocytes,0.155172414
Cholangiocytes,Hepatocytes,-0.724137931
Cholangiocytes,Intermediate monocytes,0
Cholangiocytes,Ki67-high Cholangiocytes,0.482758621
Cholangiocytes,Ki67-high Endothelial cells,0.017241379
Cholangiocytes,Ki67-high Hepatocytes,0.068965517
Cholangiocytes,M1 macrophages,-0.25862069
Cholangiocytes,M2 macrophages,-0.310344828
Cholangiocytes,Naive CD4+ T-cells,-0.051724138
Cholangiocytes,Neutrophils,-0.396551724
Cholangiocytes,Non-classical monocytes,0.086206897
Cholangiocytes,PD1+ B cells,-0.086206897
Cholangiocytes,PD1+ CD4+ T-cells,0.017241379
Cholangiocytes,PD1+ CD8+ T-cells,-0.034482759
Cholangiocytes,PD1+CD28+ CD8+ T-cells,-0.137931034
Cholangiocytes,Plasma cells,-0.137931034
Cholangiocytes,Proliferating B cells,0
Cholangiocytes,Proliferating CD4+ T-cells,0
Cholangiocytes,Proliferating CD8+ T-cells,0.051724138
Cholangiocytes,Proliferating M1 macrophages,0.017241379
Cholangiocytes,Proliferating M2 macrophages,-0.034482759
Cholangiocytes,Resident memory CD4+ T-cells,-0.293103448
Classical monocytes,Classical monocytes,0.655172414
Classical monocytes,Cytotoxic T-cells,0.034482759
Classical monocytes,Endothelial cells,0.155172414
Classical monocytes,HLADR+ CD4+ Tregs,0
Classical monocytes,HLADR+ M2 macrophages,0.068965517
Classical monocytes,HLADR- CD4+ Tregs,0.068965517
Classical monocytes,HLADR-high Cholangiocytes,0.224137931
Classical monocytes,HLADR-high Endothelial cells,0.051724138
Classical monocytes,HLADR-high Hepatocytes,0.275862069
Classical monocytes,Hepatocytes,-0.620689655
Classical monocytes,Intermediate monocytes,0.017241379
Classical monocytes,Ki67-high Cholangiocytes,0.103448276
Classical monocytes,Ki67-high Endothelial cells,0.051724138
Classical monocytes,Ki67-high Hepatocytes,-0.017241379
Classical monocytes,M1 macrophages,0.068965517
Classical monocytes,M2 macrophages,0
Classical monocytes,Naive CD4+ T-cells,0.051724138
Classical monocytes,Neutrophils,-0.224137931
Classical monocytes,Non-classical monocytes,0.103448276
Classical monocytes,PD1+ B cells,0.017241379
Classical monocytes,PD1+ CD4+ T-cells,0.017241379
Classical monocytes,PD1+ CD8+ T-cells,0.120689655
Classical monocytes,PD1+CD28+ CD8+ T-cells,0.086206897
Classical monocytes,Plasma cells,-0.155172414
Classical monocytes,Proliferating B cells,0.034482759
Classical monocytes,Proliferating CD4+ T-cells,0.051724138
Classical monocytes,Proliferating CD8+ T-cells,0.189655172
Classical monocytes,Proliferating M1 macrophages,0.017241379
Classical monocytes,Proliferating M2 macrophages,0.017241379
Classical monocytes,Resident memory CD4+ T-cells,-0.172413793
Cytotoxic T-cells,Cytotoxic T-cells,0.137931034
Cytotoxic T-cells,Endothelial cells,0.068965517
Cytotoxic T-cells,HLADR+ CD4+ Tregs,0
Cytotoxic T-cells,HLADR+ M2 macrophages,0.034482759
Cytotoxic T-cells,HLADR- CD4+ Tregs,0
Cytotoxic T-cells,HLADR-high Cholangiocytes,0.017241379
Cytotoxic T-cells,HLADR-high Endothelial cells,0.034482759
Cytotoxic T-cells,HLADR-high Hepatocytes,0.120689655
Cytotoxic T-cells,Hepatocytes,-0.362068966
Cytotoxic T-cells,Intermediate monocytes,0
Cytotoxic T-cells,Ki67-high Cholangiocytes,0
Cytotoxic T-cells,Ki67-high Endothelial cells,0
Cytotoxic T-cells,Ki67-high Hepatocytes,0.034482759
Cytotoxic T-cells,M1 macrophages,0.068965517
Cytotoxic T-cells,M2 macrophages,0
Cytotoxic T-cells,Naive CD4+ T-cells,0.034482759
Cytotoxic T-cells,Neutrophils,-0.086206897
Cytotoxic T-cells,Non-classical monocytes,0
Cytotoxic T-cells,PD1+ B cells,0
Cytotoxic T-cells,PD1+ CD4+ T-cells,0
Cytotoxic T-cells,PD1+ CD8+ T-cells,0.086206897
Cytotoxic T-cells,PD1+CD28+ CD8+ T-cells,0.051724138
Cytotoxic T-cells,Plasma cells,-0.017241379
Cytotoxic T-cells,Proliferating B cells,0
Cytotoxic T-cells,Proliferating CD4+ T-cells,0
Cytotoxic T-cells,Proliferating CD8+ T-cells,0.103448276
Cytotoxic T-cells,Proliferating M1 macrophages,0
Cytotoxic T-cells,Proliferating M2 macrophages,0
Cytotoxic T-cells,Resident memory CD4+ T-cells,-0.017241379
Endothelial cells,Endothelial cells,0.913793103
Endothelial cells,HLADR+ CD4+ Tregs,0.051724138
Endothelial cells,HLADR+ M2 macrophages,-0.034482759
Endothelial cells,HLADR- CD4+ Tregs,0.103448276
Endothelial cells,HLADR-high Cholangiocytes,0
Endothelial cells,HLADR-high Endothelial cells,0.706896552
Endothelial cells,HLADR-high Hepatocytes,0.275862069
Endothelial cells,Hepatocytes,-0.75862069
Endothelial cells,Intermediate monocytes,0
Endothelial cells,Ki67-high Cholangiocytes,0
Endothelial cells,Ki67-high Endothelial cells,0.344827586
Endothelial cells,Ki67-high Hepatocytes,-0.051724138
Endothelial cells,M1 macrophages,-0.034482759
Endothelial cells,M2 macrophages,-0.034482759
Endothelial cells,Naive CD4+ T-cells,0.086206897
Endothelial cells,Neutrophils,-0.224137931
Endothelial cells,Non-classical monocytes,0.017241379
Endothelial cells,PD1+ B cells,-0.051724138
Endothelial cells,PD1+ CD4+ T-cells,0.017241379
Endothelial cells,PD1+ CD8+ T-cells,0.206896552
Endothelial cells,PD1+CD28+ CD8+ T-cells,0.034482759
Endothelial cells,Plasma cells,-0.068965517
Endothelial cells,Proliferating B cells,0.034482759
Endothelial cells,Proliferating CD4+ T-cells,0.034482759
Endothelial cells,Proliferating CD8+ T-cells,0.172413793
